team_name,opponent_name,points_for,points_against,location,datetime,
2021-11-09-20-utah,Abilene Christian,Utah,56,70,Away,11/9/21 20:00
2021-11-12-20-texas-am,Abilene Christian,Texas A&M,80,81,Away,11/12/21 20:00
2021-11-16-20-texas-arlington,Abilene Christian,Texas-Arlington,80,71,Away,11/16/21 20:00
2021-12-04-16-abilene-christian,Abilene Christian,Incarnate Word,98,65,Home,12/4/21 16:00
2021-12-11-19-abilene-christian,Abilene Christian,Drexel,73,56,Home,12/11/21 19:00
2021-12-15-20-abilene-christian,Abilene Christian,Cal State Bakersfield,69,59,Home,12/15/21 20:30
2021-12-22-20-abilene-christian,Abilene Christian,Longwood,74,58,Home,12/22/21 20:00
2021-12-30-20-utah-valley,Abilene Christian,Utah Valley,80,76,Away,12/30/21 20:00
2022-01-01-21-dixie-state,Abilene Christian,Dixie State,64,50,Away,1/1/22 21:00
2022-01-06-20-abilene-christian,Abilene Christian,Stephen F. Austin,58,64,Home,1/6/22 20:00
2022-01-08-19-abilene-christian,Abilene Christian,Sam Houston State,63,65,Home,1/8/22 19:00
2022-01-13-21-grand-canyon,Abilene Christian,Grand Canyon,68,95,Away,1/13/22 21:00
2022-01-15-18-new-mexico-state,Abilene Christian,New Mexico State,63,77,Away,1/15/22 18:00
2021-11-11-14-south-dakota,Air Force,South Dakota,53,59,Neutral,11/11/21 14:30
2021-11-13-13-tulsa,Air Force,Tulsa,59,58,Away,11/13/21 13:00
2021-11-17-21-air-force,Air Force,Texas Southern,61,57,Home,11/17/21 21:00
2021-11-20-14-air-force,Air Force,Holy Cross,72,53,Neutral,11/20/21 14:30
2021-11-21-14-bethune-cookman,Air Force,Bethune-Cookman,73,65,Neutral,11/21/21 14:30
2021-11-24-16-air-force,Air Force,Denver,66,65,Home,11/24/21 16:00
2021-11-27-16-air-force,Air Force,Idaho State,59,48,Home,11/27/21 16:00
2021-12-04-16-air-force,Air Force,Army,76,58,Home,12/4/21 16:00
2021-12-08-21-montana,Air Force,Montana,48,66,Away,12/8/21 21:00
2021-12-19-14-arkansas-state,Air Force,Arkansas State,46,68,Away,12/19/21 14:00
2021-12-21-20-tarleton-state,Air Force,Tarleton State,45,67,Away,12/21/21 20:00
2021-12-29-15-air-force,Air Force,Utah State,49,47,Home,12/29/21 15:00
2022-01-04-21-colorado-state,Air Force,Colorado State,59,67,Away,1/4/22 21:00
2022-01-15-17-air-force,Air Force,Nevada,68,75,Home,1/15/22 17:00
2021-11-09-18-ohio-state,Akron,Ohio State,66,67,Away,11/9/21 18:00
2021-11-22-17-fordham,Akron,Fordham,43,63,Neutral,11/22/21 17:00
2021-11-23-13-appalachian-state,Akron,Appalachian State,45,57,Neutral,11/23/21 13:30
2021-11-24-11-akron,Akron,Evansville,69,60,Neutral,11/24/21 11:00
2021-12-01-19-akron,Akron,Marshall,88,86,Home,12/1/21 19:00
2021-12-04-19-akron,Akron,Southern,79,62,Home,12/4/21 19:00
2021-12-12-14-akron,Akron,Florida A&M,73,66,Home,12/12/21 14:00
2021-12-15-19-wright-state,Akron,Wright State,66,48,Away,12/15/21 19:00
2022-01-01-14-akron,Akron,Buffalo,88,76,Home,1/1/22 14:00
2022-01-04-18-akron,Akron,Ohio,63,69,Home,1/4/22 18:00
2022-01-11-19-akron,Akron,Ball State,84,74,Home,1/11/22 19:00
2022-01-14-20-kent-state,Akron,Kent State,55,67,Away,1/14/22 20:00
2021-11-09-20-alabama-am,Alabama A&M,Tennessee State,82,73,Home,11/9/21 20:00
2021-11-13-17-jacksonville-state,Alabama A&M,Jacksonville State,47,70,Away,11/13/21 17:00
2021-11-16-19-cincinnati,Alabama A&M,Cincinnati,66,89,Away,11/16/21 19:00
2021-11-21-15-alabama-birmingham,Alabama A&M,Alabama-Birmingham,41,86,Away,11/21/21 15:00
2021-11-24-17-western-kentucky,Alabama A&M,Western Kentucky,62,88,Away,11/24/21 17:00
2021-12-08-19-north-alabama,Alabama A&M,North Alabama,45,56,Away,12/8/21 19:00
2021-12-11-19-samford,Alabama A&M,Samford,50,52,Away,12/11/21 19:00
2021-12-14-19-troy,Alabama A&M,Troy,57,66,Away,12/14/21 19:00
2021-12-18-13-indiana-state,Alabama A&M,Indiana State,43,67,Away,12/18/21 13:00
2021-12-30-20-lipscomb,Alabama A&M,Lipscomb,63,66,Away,12/30/21 20:00
2022-01-03-20-arkansas-pine-bluff,Alabama A&M,Arkansas-Pine Bluff,70,50,Away,1/3/22 20:30
2022-01-05-20-mississippi-valley-state,Alabama A&M,Mississippi Valley State,72,67,Away,1/5/22 20:30
2022-01-08-17-alabama-am,Alabama A&M,Alcorn State,71,78,Home,1/8/22 17:00
2022-01-10-20-alabama-am,Alabama A&M,Jackson State,60,58,Home,1/10/22 20:00
2022-01-15-17-alabama-state,Alabama A&M,Alabama State,55,59,Away,1/15/22 17:30
2021-11-09-19-alabama-birmingham,Alabama-Birmingham,North Carolina-Asheville,102,77,Home,11/9/21 19:30
2021-11-12-19-alabama-birmingham,Alabama-Birmingham,Morehead State,85,71,Home,11/12/21 19:00
2021-11-18-19-south-carolina,Alabama-Birmingham,South Carolina,63,66,Away,11/18/21 19:00
2021-11-25-19-new-mexico,Alabama-Birmingham,New Mexico,86,73,Neutral,11/25/21 19:00
2021-11-26-23-alabama-birmingham,Alabama-Birmingham,San Francisco,61,63,Neutral,11/26/21 23:30
2021-12-01-19-alabama-birmingham,Alabama-Birmingham,East Tennessee State,70,56,Home,12/1/21 19:30
2021-12-04-18-saint-louis,Alabama-Birmingham,Saint Louis,77,72,Away,12/4/21 18:30
2021-12-14-19-alabama-birmingham,Alabama-Birmingham,Grambling,79,61,Home,12/14/21 19:30
2021-12-18-17-alabama-birmingham,Alabama-Birmingham,West Virginia,59,65,Home,12/18/21 17:00
2021-12-22-19-alabama-birmingham,Alabama-Birmingham,Mississippi Valley State,100,58,Home,12/22/21 19:30
2021-12-30-19-alabama-birmingham,Alabama-Birmingham,Texas-El Paso,75,62,Home,12/30/21 19:30
2022-01-01-15-alabama-birmingham,Alabama-Birmingham,Texas-San Antonio,87,59,Home,1/1/22 15:00
2022-01-06-20-north-texas,Alabama-Birmingham,North Texas,69,63,Away,1/6/22 20:00
2022-01-08-16-rice,Alabama-Birmingham,Rice,80,85,Away,1/8/22 16:00
2022-01-13-19-alabama-birmingham,Alabama-Birmingham,Florida International,84,56,Home,1/13/22 19:30
2022-01-15-16-alabama-birmingham,Alabama-Birmingham,Florida Atlantic,76,65,Home,1/15/22 16:00
2021-11-09-20-western-kentucky,Alabama State,Western Kentucky,74,79,Away,11/9/21 20:00
2021-11-10-20-vanderbilt,Alabama State,Vanderbilt,72,91,Away,11/10/21 20:00
2021-11-13-20-missouri-state,Alabama State,Missouri State,60,78,Away,11/13/21 20:00
2021-11-16-20-iowa-state,Alabama State,Iowa State,60,68,Away,11/16/21 20:00
2021-11-18-19-iowa,Alabama State,Iowa,82,108,Away,11/18/21 19:00
2021-11-20-20-alabama-state,Alabama State,North Carolina Central,80,74,Home,11/20/21 20:00
2021-11-28-15-alabama-state,Alabama State,North Alabama,69,81,Home,11/28/21 15:30
2021-12-01-19-dayton,Alabama State,Dayton,54,93,Away,12/1/21 19:00
2021-12-08-19-alabama-state,Alabama State,Samford,64,74,Home,12/8/21 19:00
2021-12-11-18-pepperdine,Alabama State,Pepperdine,62,79,Away,12/11/21 18:00
2021-12-22-14-texas,Alabama State,Texas,48,68,Away,12/22/21 14:00
2021-12-28-14-texas-tech,Alabama State,Texas Tech,53,75,Away,12/28/21 14:00
2022-01-03-17-mississippi-valley-state,Alabama State,Mississippi Valley State,84,75,Away,1/3/22 17:00
2022-01-05-20-arkansas-pine-bluff,Alabama State,Arkansas-Pine Bluff,68,70,Away,1/5/22 20:30
2022-01-08-17-alabama-state,Alabama State,Jackson State,72,57,Home,1/8/22 17:30
2022-01-10-21-alabama-state,Alabama State,Alcorn State,60,70,Home,1/10/22 21:00
2021-11-09-21-alabama,Alabama,Louisiana Tech,93,64,Home,11/9/21 21:00
2021-11-12-20-alabama,Alabama,South Dakota State,104,88,Home,11/12/21 20:00
2021-11-16-19-alabama,Alabama,South Alabama,73,68,Home,11/16/21 19:30
2021-11-19-20-alabama,Alabama,Oakland,86,59,Home,11/19/21 20:00
2021-11-25-17-iona,Alabama,Iona,68,72,Neutral,11/25/21 17:00
2021-11-26-16-drake,Alabama,Drake,80,71,Neutral,11/26/21 16:30
2021-11-28-18-alabama,Alabama,Miami (FL),96,64,Neutral,11/28/21 18:30
2021-12-04-20-gonzaga,Alabama,Gonzaga,91,82,Neutral,12/4/21 20:00
2021-12-11-22-alabama,Alabama,Houston,83,82,Home,12/11/21 22:00
2021-12-14-21-memphis,Alabama,Memphis,78,92,Away,12/14/21 21:00
2021-12-18-20-alabama,Alabama,Jacksonville State,65,59,Home,12/18/21 20:30
2021-12-21-19-alabama,Alabama,Davidson,78,79,Neutral,12/21/21 19:00
2021-12-29-21-alabama,Alabama,Tennessee,73,68,Home,12/29/21 21:00
2022-01-05-19-florida,Alabama,Florida,83,70,Away,1/5/22 19:00
2022-01-08-15-missouri,Alabama,Missouri,86,92,Away,1/8/22 15:30
2022-01-11-21-alabama,Alabama,Auburn,77,81,Home,1/11/22 21:00
2022-01-15-18-mississippi-state,Alabama,Mississippi State,76,78,Away,1/15/22 18:00
2021-11-09-19-albany-ny,Albany (NY),Towson,56,77,Home,11/9/21 19:00
2021-11-13-16-la-salle,Albany (NY),La Salle,64,67,Away,11/13/21 16:00
2021-11-17-19-albany-ny,Albany (NY),Harvard,53,60,Home,11/17/21 19:00
2021-11-20-19-eastern-kentucky,Albany (NY),Eastern Kentucky,64,77,Away,11/20/21 19:30
2021-11-22-19-kentucky,Albany (NY),Kentucky,61,86,Away,11/22/21 19:00
2021-11-24-12-eastern-illinois,Albany (NY),Eastern Illinois,64,62,Neutral,11/24/21 12:00
2021-12-01-20-kansas-state,Albany (NY),Kansas State,43,71,Away,12/1/21 20:00
2021-12-07-19-yale,Albany (NY),Yale,52,71,Away,12/7/21 19:00
2021-12-11-19-albany-ny,Albany (NY),Columbia,60,59,Home,12/11/21 19:00
2021-12-13-20-boston-college,Albany (NY),Boston College,61,57,Away,12/13/21 20:00
2021-12-18-14-albany-ny,Albany (NY),Niagara,58,66,Neutral,12/18/21 14:00
2021-12-21-19-lehigh,Albany (NY),Lehigh,68,52,Away,12/21/21 19:00
2022-01-06-19-albany-ny,Albany (NY),Binghamton,79,88,Home,1/6/22 19:00
2022-01-08-12-new-hampshire,Albany (NY),New Hampshire,62,64,Away,1/8/22 12:00
2022-01-12-19-albany-ny,Albany (NY),Massachusetts-Lowell,57,47,Home,1/12/22 19:00
2022-01-15-16-albany-ny,Albany (NY),NJIT,71,56,Home,1/15/22 16:00
2021-11-09-15-washington-state,Alcorn State,Washington State,67,85,Away,11/9/21 15:00
2021-11-10-22-seattle,Alcorn State,Seattle,66,69,Away,11/10/21 22:00
2021-11-13-20-portland,Alcorn State,Portland,58,62,Away,11/13/21 20:00
2021-11-15-21-gonzaga,Alcorn State,Gonzaga,57,84,Away,11/15/21 21:00
2021-11-26-20-southern-illinois,Alcorn State,Southern Illinois,59,62,Away,11/26/21 20:00
2021-11-28-14-milwaukee,Alcorn State,Milwaukee,61,57,Away,11/28/21 14:00
2021-12-04-14-tulane,Alcorn State,Tulane,64,85,Away,12/4/21 14:00
2021-12-06-20-houston,Alcorn State,Houston,45,77,Away,12/6/21 20:00
2021-12-14-20-wichita-state,Alcorn State,Wichita State,63,82,Away,12/14/21 20:00
2021-12-16-20-tulsa,Alcorn State,Tulsa,62,83,Away,12/16/21 20:00
2021-12-20-19-baylor,Alcorn State,Baylor,57,94,Away,12/20/21 19:00
2021-12-22-20-oklahoma,Alcorn State,Oklahoma,48,72,Away,12/22/21 20:00
2022-01-05-20-jackson-state,Alcorn State,Jackson State,65,50,Away,1/5/22 20:30
2022-01-15-16-alcorn-state,Alcorn State,Texas Southern,73,72,Home,1/15/22 16:00
2021-11-09-20-american,American,Marist,77,73,Home,11/9/21 20:00
2021-11-12-19-william-mary,American,William & Mary,74,62,Away,11/12/21 19:00
2021-11-16-20-georgetown,American,Georgetown,57,79,Away,11/16/21 20:30
2021-11-19-17-longwood,American,Longwood,42,82,Away,11/19/21 17:00
2021-11-20-19-american,American,Western Carolina,79,80,Neutral,11/20/21 19:30
2021-11-23-19-maryland-baltimore-county,American,Maryland-Baltimore County,67,98,Away,11/23/21 19:00
2021-11-28-14-duquesne,American,Duquesne,79,88,Away,11/28/21 14:00
2021-12-01-18-stony-brook,American,Stony Brook,57,80,Away,12/1/21 18:30
2021-12-04-17-howard,American,Howard,56,90,Away,12/4/21 17:30
2021-12-08-19-american,American,Saint Francis (PA),83,73,Home,12/8/21 19:00
2021-12-11-16-mount-st-marys,American,Mount St. Mary's,72,66,Away,12/11/21 16:00
2021-12-21-19-george-mason,American,George Mason,44,67,Away,12/21/21 19:00
2022-01-01-16-american,American,Lehigh,61,63,Home,1/1/22 16:00
2022-01-10-19-american,American,Boston University,53,79,Home,1/10/22 19:00
2021-11-09-19-iona,Appalachian State,Iona,53,65,Away,11/9/21 19:00
2021-11-12-18-appalachian-state,Appalachian State,East Tennessee State,69,67,Home,11/12/21 18:30
2021-11-18-18-appalachian-state,Appalachian State,Charlotte,66,67,Home,11/18/21 18:30
2021-11-22-19-delaware,Appalachian State,Delaware,68,75,Neutral,11/22/21 19:30
2021-11-24-13-appalachian-state,Appalachian State,Vermont,63,65,Neutral,11/24/21 13:30
2021-11-29-18-appalachian-state,Appalachian State,Hartford,69,59,Home,11/29/21 18:30
2021-12-10-19-furman,Appalachian State,Furman,65,73,Away,12/10/21 19:00
2021-12-16-19-duke,Appalachian State,Duke,67,92,Away,12/16/21 19:00
2021-12-21-19-north-carolina,Appalachian State,North Carolina,50,70,Away,12/21/21 19:00
2021-12-30-18-appalachian-state,Appalachian State,Louisiana,55,71,Home,12/30/21 18:30
2022-01-01-16-appalachian-state,Appalachian State,Louisiana-Monroe,77,69,Home,1/1/22 16:00
2022-01-06-20-south-alabama,Appalachian State,South Alabama,72,64,Away,1/6/22 20:00
2022-01-08-17-troy,Appalachian State,Troy,53,68,Away,1/8/22 17:00
2022-01-13-18-appalachian-state,Appalachian State,Coastal Carolina,61,60,Home,1/13/22 18:30
2022-01-15-14-coastal-carolina,Appalachian State,Coastal Carolina,84,76,Away,1/15/22 14:00
2021-11-09-19-arizona-state,Arizona State,Portland,76,60,Home,11/9/21 19:00
2021-11-11-20-arizona-state,Arizona State,UC-Riverside,65,66,Home,11/11/21 20:30
2021-11-15-21-arizona-state,Arizona State,North Florida,72,63,Home,11/15/21 21:00
2021-11-18-22-san-diego-state,Arizona State,San Diego State,63,65,Away,11/18/21 22:30
2021-11-24-19-arizona-state,Arizona State,Baylor,63,75,Neutral,11/24/21 19:30
2021-11-25-19-syracuse,Arizona State,Syracuse,84,92,Neutral,11/25/21 19:30
2021-11-26-19-loyola-il,Arizona State,Loyola (IL),59,77,Neutral,11/26/21 19:00
2021-12-01-19-arizona-state,Arizona State,Washington State,29,51,Home,12/1/21 19:30
2021-12-05-19-oregon,Arizona State,Oregon,69,67,Away,12/5/21 19:00
2021-12-09-21-arizona-state,Arizona State,Grand Canyon,67,62,Home,12/9/21 21:30
2021-12-14-20-creighton,Arizona State,Creighton,58,57,Away,12/14/21 20:00
2021-12-19-18-arizona-state,Arizona State,San Francisco,65,66,Home,12/19/21 18:00
2022-01-02-19-california,Arizona State,University of California,50,74,Away,1/2/22 19:00
2022-01-15-22-arizona-state,Arizona State,Colorado,57,75,Home,1/15/22 22:00
2021-11-09-22-arizona,Arizona,Northern Arizona,81,52,Home,11/9/21 22:30
2021-11-12-21-arizona,Arizona,Texas-Rio Grande Valley,104,50,Home,11/12/21 21:00
2021-11-16-21-arizona,Arizona,North Dakota State,97,45,Home,11/16/21 21:00
2021-11-19-22-arizona,Arizona,Wichita State,82,78,Neutral,11/19/21 22:00
2021-11-21-21-michigan,Arizona,Michigan,80,62,Neutral,11/21/21 21:30
2021-11-27-19-arizona,Arizona,Sacramento State,105,59,Home,11/27/21 19:30
2021-12-05-16-oregon-state,Arizona,Oregon State,90,65,Away,12/5/21 16:00
2021-12-08-22-arizona,Arizona,Wyoming,94,65,Home,12/8/21 22:00
2021-12-11-17-illinois,Arizona,Illinois,83,79,Away,12/11/21 17:00
2021-12-15-21-arizona,Arizona,Northern Colorado,101,76,Home,12/15/21 21:00
2021-12-18-18-arizona,Arizona,California Baptist,84,60,Home,12/18/21 18:00
2021-12-22-19-tennessee,Arizona,Tennessee,73,77,Away,12/22/21 19:00
2022-01-03-20-arizona,Arizona,Washington,95,79,Home,1/3/22 20:00
2022-01-13-23-arizona,Arizona,Colorado,76,55,Home,1/13/22 23:00
2022-01-15-20-arizona,Arizona,Utah,82,64,Home,1/15/22 20:00
2021-11-09-18-arkansas-little-rock,Little Rock,Southern Illinois,69,66,Home,11/9/21 18:00
2021-11-17-22-loyola-marymount,Little Rock,Loyola Marymount,63,82,Away,11/17/21 22:00
2021-11-21-14-arkansas-little-rock,Little Rock,Sam Houston State,59,77,Neutral,11/21/21 14:30
2021-11-22-11-arkansas-little-rock,Little Rock,Northern Illinois,67,60,Neutral,11/22/21 11:00
2021-11-26-20-tulsa,Little Rock,Tulsa,63,77,Away,11/26/21 20:00
2021-12-01-21-colorado-state,Little Rock,Colorado State,55,86,Away,12/1/21 21:00
2021-12-04-16-arkansas,Little Rock,Arkansas,78,93,Away,12/4/21 16:00
2021-12-08-19-arkansas-little-rock,Little Rock,Missouri State,55,81,Home,12/8/21 19:30
2021-12-21-15-arkansas-little-rock,Little Rock,Jacksonville State,67,87,Home,12/21/21 15:00
2021-12-30-19-arkansas-little-rock,Little Rock,Georgia Southern,78,66,Home,12/30/21 19:30
2022-01-06-19-louisiana-monroe,Little Rock,Louisiana-Monroe,72,80,Away,1/6/22 19:30
2021-11-09-20-creighton,Arkansas-Pine Bluff,Creighton,77,90,Away,11/9/21 20:00
2021-11-12-22-colorado-state,Arkansas-Pine Bluff,Colorado State,71,91,Away,11/12/21 22:00
2021-11-14-16-wyoming,Arkansas-Pine Bluff,Wyoming,45,85,Away,11/14/21 16:00
2021-11-18-23-portland,Arkansas-Pine Bluff,Portland,74,86,Away,11/18/21 23:00
2021-11-22-22-seattle,Arkansas-Pine Bluff,Seattle,56,77,Away,11/22/21 22:00
2021-11-24-22-california-santa-barbara,Arkansas-Pine Bluff,UC-Santa Barbara,58,86,Away,11/24/21 22:00
2021-11-26-22-pacific,Arkansas-Pine Bluff,Pacific,50,74,Away,11/26/21 22:00
2021-12-01-20-iowa-state,Arkansas-Pine Bluff,Iowa State,64,83,Away,12/1/21 20:00
2021-12-04-17-baylor,Arkansas-Pine Bluff,Baylor,54,99,Away,12/4/21 17:00
2021-12-08-20-arkansas-pine-bluff,Arkansas-Pine Bluff,Arkansas State,73,84,Home,12/8/21 20:00
2021-12-14-21-texas,Arkansas-Pine Bluff,Texas,31,63,Away,12/14/21 21:00
2022-01-08-20-texas-southern,Arkansas-Pine Bluff,Texas Southern,71,90,Away,1/8/22 20:30
2022-01-10-20-prairie-view,Arkansas-Pine Bluff,Prairie View,58,75,Away,1/10/22 20:30
2022-01-15-18-arkansas-pine-bluff,Arkansas-Pine Bluff,Florida A&M,66,71,Home,1/15/22 18:30
2021-11-12-21-illinois,Arkansas State,Illinois,53,92,Away,11/12/21 21:00
2021-11-19-19-southeast-missouri-state,Arkansas State,Southeast Missouri State,72,60,Away,11/19/21 19:30
2021-11-26-20-arkansas-state,Arkansas State,Morehead State,51,75,Home,11/26/21 20:00
2021-11-28-16-arkansas-state,Arkansas State,Kansas City,66,55,Home,11/28/21 16:00
2021-12-04-17-arkansas-state,Arkansas State,Central Arkansas,95,82,Home,12/4/21 17:00
2021-12-11-17-mississippi-valley-state,Arkansas State,Mississippi Valley State,82,77,Away,12/11/21 17:00
2021-12-14-20-texas-tech,Arkansas State,Texas Tech,62,75,Away,12/14/21 20:00
2022-01-01-17-arkansas-state,Arkansas State,Georgia Southern,74,56,Home,1/1/22 17:00
2022-01-06-20-louisiana-lafayette,Arkansas State,Louisiana,77,83,Away,1/6/22 20:00
2022-01-08-15-louisiana-monroe,Arkansas State,Louisiana-Monroe,90,83,Away,1/8/22 15:00
2021-11-09-20-arkansas,Arkansas,Mercer,74,61,Home,11/9/21 20:00
2021-11-13-15-arkansas,Arkansas,Gardner-Webb,86,69,Home,11/13/21 15:00
2021-11-17-20-arkansas,Arkansas,Northern Iowa,93,80,Home,11/17/21 20:00
2021-11-22-21-kansas-state,Arkansas,Kansas State,72,64,Neutral,11/22/21 21:00
2021-11-23-21-arkansas,Arkansas,Cincinnati,73,67,Neutral,11/23/21 21:30
2021-11-28-16-arkansas,Arkansas,Pennsylvania,76,60,Home,11/28/21 16:00
2021-12-01-20-arkansas,Arkansas,Central Arkansas,97,60,Home,12/1/21 20:00
2021-12-07-21-arkansas,Arkansas,Charlotte,86,66,Home,12/7/21 21:00
2021-12-11-13-oklahoma,Arkansas,Oklahoma,66,88,Neutral,12/11/21 13:30
2021-12-18-20-arkansas,Arkansas,Hofstra,81,89,Neutral,12/18/21 20:00
2021-12-21-19-arkansas,Arkansas,Elon,81,55,Home,12/21/21 19:00
2021-12-29-17-mississippi-state,Arkansas,Mississippi State,68,81,Away,12/29/21 17:00
2022-01-04-20-arkansas,Arkansas,Vanderbilt,74,75,Home,1/4/22 20:30
2022-01-08-13-texas-am,Arkansas,Texas A&M,81,86,Away,1/8/22 13:00
2022-01-12-21-arkansas,Arkansas,Missouri,87,43,Home,1/12/22 21:00
2022-01-15-14-louisiana-state,Arkansas,Louisiana State,65,58,Away,1/15/22 14:00
2021-11-12-19-duke,Army,Duke,56,82,Away,11/12/21 19:00
2021-11-13-14-army,Army,Hartford,86,79,Neutral,11/13/21 14:30
2021-11-17-18-army,Army,Merrimack,74,51,Home,11/17/21 18:00
2021-11-20-16-la-salle,Army,La Salle,58,61,Away,11/20/21 16:00
2021-11-27-13-army,Army,Marist,65,61,Home,11/27/21 13:00
2021-11-30-19-army,Army,Siena,67,83,Home,11/30/21 19:00
2021-12-10-19-njit,Army,NJIT,66,49,Away,12/10/21 19:00
2021-12-19-14-long-island-university,Army,Long Island University,65,90,Away,12/19/21 14:00
2021-12-22-15-south-carolina,Army,South Carolina,75,105,Away,12/22/21 15:00
2022-01-01-14-army,Army,Loyola (MD),77,74,Home,1/1/22 14:00
2022-01-04-19-bucknell,Army,Bucknell,96,89,Away,1/4/22 19:00
2022-01-07-17-army,Army,Lehigh,77,55,Home,1/7/22 17:00
2022-01-10-18-colgate,Army,Colgate,57,76,Away,1/10/22 18:00
2022-01-13-18-army,Army,Boston University,73,63,Home,1/13/22 18:00
2021-11-09-20-auburn,Auburn,Morehead State,77,54,Home,11/9/21 20:00
2021-11-12-20-auburn,Auburn,Louisiana-Monroe,93,65,Home,11/12/21 20:00
2021-11-19-19-south-florida,Auburn,South Florida,58,52,Away,11/19/21 19:00
2021-11-24-14-auburn,Auburn,Connecticut,109,115,Neutral,11/24/21 14:30
2021-11-25-14-loyola-il,Auburn,Loyola (IL),62,53,Neutral,11/25/21 14:30
2021-11-26-16-auburn,Auburn,Syracuse,89,68,Neutral,11/26/21 16:30
2021-12-01-20-auburn,Auburn,Central Florida,85,68,Home,12/1/21 20:00
2021-12-04-14-auburn,Auburn,Yale,86,64,Home,12/4/21 14:00
2021-12-11-11-auburn,Auburn,Nebraska,99,68,Neutral,12/11/21 11:30
2021-12-14-21-auburn,Auburn,North Alabama,70,44,Home,12/14/21 21:00
2021-12-18-21-saint-louis,Auburn,Saint Louis,74,70,Away,12/18/21 21:00
2021-12-22-18-auburn,Auburn,Murray State,71,58,Home,12/22/21 18:00
2021-12-29-19-auburn,Auburn,Louisiana State,70,55,Home,12/29/21 19:00
2022-01-04-18-south-carolina,Auburn,South Carolina,81,66,Away,1/4/22 18:30
2022-01-08-20-auburn,Auburn,Florida,85,73,Home,1/8/22 20:00
2022-01-15-20-mississippi,Auburn,Mississippi,80,71,Away,1/15/22 20:30
2021-11-12-20-southern-illinois,Austin Peay,Southern Illinois,55,73,Away,11/12/21 20:00
2021-11-16-19-ipfw,Austin Peay,Purdue-Fort Wayne,60,65,Away,11/16/21 19:00
2021-11-20-14-dayton,Austin Peay,Dayton,87,81,Away,11/20/21 14:00
2021-11-26-15-howard,Austin Peay,Howard,69,67,Away,11/26/21 15:00
2021-11-29-20-texas-christian,Austin Peay,Texas Christian,51,68,Away,11/29/21 20:00
2021-12-11-14-north-florida,Austin Peay,North Florida,84,91,Away,12/11/21 14:00
2021-12-14-19-south-florida,Austin Peay,South Florida,51,60,Away,12/14/21 19:00
2021-12-18-14-vanderbilt,Austin Peay,Vanderbilt,51,77,Away,12/18/21 14:30
2021-12-30-20-austin-peay,Austin Peay,Tennessee-Martin,62,65,Home,12/30/21 20:30
2022-01-01-17-southeast-missouri-state,Austin Peay,Southeast Missouri State,79,98,Away,1/1/22 17:00
2022-01-08-17-austin-peay,Austin Peay,Morehead State,55,66,Home,1/8/22 17:00
2021-11-09-19-georgia-southern,Ball State,Georgia Southern,71,82,Away,11/9/21 19:00
2021-11-13-12-ball-state,Ball State,Omaha,73,69,Home,11/13/21 12:00
2021-11-18-20-florida-international,Ball State,Florida International,60,73,Neutral,11/18/21 20:00
2021-11-19-17-ball-state,Ball State,Weber State,74,85,Neutral,11/19/21 17:30
2021-11-21-14-massachusetts,Ball State,Massachusetts,89,86,Neutral,11/21/21 14:30
2021-11-27-13-ball-state,Ball State,Indiana State,97,75,Home,11/27/21 13:00
2021-12-01-19-western-illinois,Ball State,Western Illinois,80,93,Away,12/1/21 19:00
2021-12-08-18-xavier,Ball State,Xavier,50,96,Away,12/8/21 18:30
2021-12-18-16-illinois-state,Ball State,Illinois State,64,85,Away,12/18/21 16:00
2021-12-21-19-ball-state,Ball State,Eastern Illinois,75,55,Home,12/21/21 19:00
2022-01-01-18-ball-state,Ball State,Bowling Green State,81,80,Home,1/1/22 18:00
2022-01-04-19-ball-state,Ball State,Kent State,65,66,Home,1/4/22 19:00
2022-01-08-15-eastern-michigan,Ball State,Eastern Michigan,78,72,Away,1/8/22 15:30
2022-01-14-18-ball-state,Ball State,Buffalo,68,74,Home,1/14/22 18:00
2021-11-12-20-baylor,Baylor,Incarnate Word,87,60,Home,11/12/21 20:30
2021-11-15-12-baylor,Baylor,Nicholls State,89,60,Home,11/15/21 12:00
2021-11-17-20-baylor,Baylor,Central Arkansas,92,47,Home,11/17/21 20:00
2021-11-20-13-baylor,Baylor,Stanford,86,48,Home,11/20/21 13:00
2021-11-25-17-virginia-commonwealth,Baylor,Virginia Commonwealth,69,61,Neutral,11/25/21 17:00
2021-11-26-11-michigan-state,Baylor,Michigan State,75,58,Neutral,11/26/21 11:00
2021-12-12-15-baylor,Baylor,Villanova,57,36,Home,12/12/21 15:00
2021-12-18-22-oregon,Baylor,Oregon,78,70,Away,12/18/21 22:00
2021-12-28-20-baylor,Baylor,Northwestern State,104,68,Home,12/28/21 20:00
2022-01-01-14-iowa-state,Baylor,Iowa State,77,72,Away,1/1/22 14:00
2022-01-04-19-baylor,Baylor,Oklahoma,84,74,Home,1/4/22 19:00
2022-01-08-17-texas-christian,Baylor,Texas Christian,76,64,Away,1/8/22 17:00
2022-01-11-19-baylor,Baylor,Texas Tech,62,65,Home,1/11/22 19:00
2022-01-15-17-baylor,Baylor,Oklahoma State,54,61,Home,1/15/22 17:00
2021-11-09-19-purdue,Bellarmine,Purdue,67,96,Away,11/9/21 19:00
2021-11-13-20-murray-state,Bellarmine,Murray State,59,78,Away,11/13/21 20:00
