team_name,opponent_name,points_for,points_against,location,datetime,
2021-11-26-16-mississippi,Mississippi Valley State,Mississippi,58,73,Away,11/26/21 16:00
2021-11-29-20-vanderbilt,Mississippi Valley State,Vanderbilt,36,75,Away,11/29/21 20:00
2021-12-01-21-north-alabama,Mississippi Valley State,North Alabama,58,72,Away,12/1/21 21:00
2021-12-09-19-mississippi-valley-state,Mississippi Valley State,Nicholls State,80,95,Home,12/9/21 19:00
2021-12-18-16-nicholls-state,Mississippi Valley State,Nicholls State,73,104,Away,12/18/21 16:00
2022-01-08-17-prairie-view,Mississippi Valley State,Prairie View,84,82,Away,1/8/22 17:30
2022-01-10-20-texas-southern,Mississippi Valley State,Texas Southern,58,95,Away,1/10/22 20:30
2021-11-09-19-mississippi,Mississippi,New Orleans,82,61,Home,11/9/21 19:30
2021-11-30-19-mississippi,Mississippi,Rider,75,51,Home,11/30/21 19:30
2021-12-11-20-mississippi,Mississippi,Western Kentucky,48,71,Neutral,12/11/21 20:30
2021-12-21-16-mississippi,Mississippi,Samford,73,75,Home,12/21/21 16:00
2022-01-05-19-tennessee,Mississippi,Tennessee,60,66,Away,1/5/22 19:00
2022-01-11-20-texas-am,Mississippi,Texas A&M,51,67,Away,1/11/22 20:30
2021-11-15-20-missouri,Kansas City,Missouri,80,66,Away,11/15/21 20:00
2021-11-27-19-morehead-state,Kansas City,Morehead State,62,70,Neutral,11/27/21 19:00
2021-12-20-20-south-dakota-state,Kansas City,South Dakota State,57,89,Away,12/20/21 20:00
2021-12-22-20-south-dakota,Kansas City,South Dakota,68,57,Away,12/22/21 20:00
2022-01-10-20-missouri-kansas-city,Kansas City,Omaha,64,61,Home,1/10/22 20:00
2022-01-15-20-missouri-kansas-city,Kansas City,Oral Roberts,72,84,Home,1/15/22 20:00
2021-11-09-20-missouri-state,Missouri State,Southeast Missouri State,94,99,Home,11/9/21 20:00
2021-11-17-20-sam-houston-state,Missouri State,Sam Houston State,77,55,Away,11/17/21 20:30
2021-12-11-16-missouri-state,Missouri State,Oral Roberts,69,60,Home,12/11/21 16:00
2021-12-15-19-missouri-state,Missouri State,South Dakota State,75,63,Home,12/15/21 19:00
2021-12-22-22-saint-marys-ca,Missouri State,Saint Mary's (CA),58,75,Away,12/22/21 22:00
2022-01-08-18-missouri-state,Missouri State,Northern Iowa,84,85,Home,1/8/22 18:00
2022-01-12-20-missouri-state,Missouri State,Southern Illinois,81,76,Home,1/12/22 20:00
2022-01-15-17-valparaiso,Missouri State,Valparaiso,74,57,Away,1/15/22 17:00
2021-11-18-20-missouri,Missouri,Northern Illinois,54,37,Home,11/18/21 20:00
2021-11-21-20-missouri,Missouri,Southern Methodist,80,75,Neutral,11/21/21 20:00
2021-11-26-21-missouri,Missouri,Wichita State,55,61,Home,11/26/21 21:00
2021-12-18-16-missouri,Missouri,Utah,83,75,Home,12/18/21 16:30
2022-01-15-15-missouri,Missouri,Texas A&M,64,67,Home,1/15/22 15:30
2021-11-13-19-towson,Monmouth,Towson,79,71,Away,11/13/21 19:00
2021-11-20-12-saint-josephs,Monmouth,Saint Joseph's,87,75,Away,11/20/21 12:00
2021-11-24-19-monmouth,Monmouth,Princeton,76,64,Home,11/24/21 19:00
2021-12-03-19-niagara,Monmouth,Niagara,57,49,Away,12/3/21 19:00
2021-12-09-20-st-johns-ny,Monmouth,St. John's (NY),83,88,Away,12/9/21 20:30
2021-12-12-19-pittsburgh,Monmouth,Pittsburgh,56,52,Away,12/12/21 19:00
2021-12-14-19-yale,Monmouth,Yale,69,60,Away,12/14/21 19:00
2022-01-14-19-saint-peters,Monmouth,Saint Peter's,62,67,Away,1/14/22 19:00
2021-11-17-20-south-dakota-state,Montana State,South Dakota State,74,91,Away,11/17/21 20:00
2021-11-20-16-new-mexico,Montana State,New Mexico,78,81,Away,11/20/21 16:00
2021-11-26-15-montana-state,Montana State,Portland,69,66,Neutral,11/26/21 15:00
2021-11-28-13-montana-state,Montana State,Southeast Missouri State,75,68,Neutral,11/28/21 13:00
2021-12-02-20-northern-colorado,Montana State,Northern Colorado,75,77,Away,12/2/21 20:00
2021-12-04-16-sacramento-state,Montana State,Sacramento State,68,66,Away,12/4/21 16:00
2021-12-07-21-montana-state,Montana State,North Dakota State,68,49,Home,12/7/21 21:00
2021-12-11-20-st-thomas-mn,Montana State,St. Thomas (MN),72,65,Away,12/11/21 20:00
2021-12-19-16-montana-state,Montana State,Portland,61,59,Home,12/19/21 16:00
2021-12-30-21-montana-state,Montana State,Weber State,75,85,Home,12/30/21 21:00
2022-01-09-19-montana-state,Montana State,Montana,66,59,Home,1/9/22 19:00
2021-11-15-20-north-dakota,Montana,North Dakota,77,79,Away,11/15/21 20:00
2021-11-20-21-montana,Montana,Omaha,68,47,Home,11/20/21 21:00
2021-11-26-21-montana,Montana,Southern Mississippi,74,62,Home,11/26/21 21:30
2021-11-29-22-oregon,Montana,Oregon,47,87,Away,11/29/21 22:00
2021-12-02-22-sacramento-state,Montana,Sacramento State,65,58,Away,12/2/21 22:00
2021-12-04-20-northern-colorado,Montana,Northern Colorado,75,78,Away,12/4/21 20:00
2021-12-19-17-santa-clara,Montana,Santa Clara,64,79,Away,12/19/21 17:00
2022-01-01-21-montana,Montana,Weber State,74,72,Home,1/1/22 21:00
2021-12-06-19-morehead-state,Morehead State,Presbyterian,71,66,Home,12/6/21 19:00
2021-12-15-20-xavier,Morehead State,Xavier,63,86,Away,12/15/21 20:30
2022-01-12-19-morehead-state,Morehead State,Tennessee-Martin,76,62,Home,1/12/22 19:00
2022-01-15-14-tennessee-state,Morehead State,Tennessee State,71,64,Away,1/15/22 14:00
2021-11-18-22-seattle,Morgan State,Seattle,80,93,Away,11/18/21 22:00
2021-11-20-20-portland,Morgan State,Portland,63,74,Away,11/20/21 20:00
2021-11-22-21-san-francisco,Morgan State,San Francisco,67,83,Away,11/22/21 21:00
2021-12-18-16-mount-st-marys,Morgan State,Mount St. Mary's,60,74,Away,12/18/21 16:00
2022-01-10-18-south-carolina-state,Morgan State,South Carolina State,88,81,Away,1/10/22 18:00
2021-11-09-16-villanova,Mount St. Mary's,Villanova,51,91,Away,11/9/21 16:30
2021-11-13-13-saint-josephs,Mount St. Mary's,Saint Joseph's,60,80,Away,11/13/21 13:00
2021-11-19-19-robert-morris,Mount St. Mary's,Robert Morris,74,70,Away,11/19/21 19:00
2021-11-22-19-ohio,Mount St. Mary's,Ohio,59,73,Away,11/22/21 19:00
2021-11-27-14-mount-st-marys,Mount St. Mary's,Navy,40,67,Home,11/27/21 14:00
2021-12-07-21-santa-clara,Mount St. Mary's,Santa Clara,77,88,Away,12/7/21 21:00
2022-01-08-16-st-francis-ny,Mount St. Mary's,St. Francis (NY),69,61,Away,1/8/22 16:00
2021-12-30-20-murray-state,Murray State,Southeast Missouri State,106,81,Home,12/30/21 20:00
2022-01-13-20-murray-state,Murray State,Tennessee State,67,44,Home,1/13/22 20:00
2021-11-09-21-virginia,Navy,Virginia,66,58,Away,11/9/21 21:00
2021-11-12-20-navy,Navy,Virginia Tech,57,77,Home,11/12/21 20:30
2021-11-20-17-navy,Navy,Radford,47,33,Neutral,11/20/21 17:00
2021-12-01-19-navy,Navy,William & Mary,75,56,Home,12/1/21 19:00
2021-12-22-13-navy,Navy,Towson,52,69,Home,12/22/21 13:00
2021-11-23-20-texas-tech,Omaha,Texas Tech,40,96,Away,11/23/21 20:00
2021-11-26-14-purdue,Omaha,Purdue,40,97,Away,11/26/21 14:00
2021-12-11-20-nebraska-omaha,Omaha,Texas A&M-Corpus Christi,73,87,Home,12/11/21 20:00
2021-12-15-22-nevada-las-vegas,Omaha,Nevada-Las Vegas,71,84,Away,12/15/21 22:00
2021-12-20-20-nebraska-omaha,Omaha,St. Thomas (MN),73,80,Home,12/20/21 20:00
2021-12-22-20-nebraska-omaha,Omaha,Western Illinois,84,78,Home,12/22/21 20:00
2022-01-01-20-oral-roberts,Omaha,Oral Roberts,62,107,Away,1/1/22 20:00
2022-01-06-20-nebraska-omaha,Omaha,North Dakota,98,82,Home,1/6/22 20:00
2022-01-08-13-nebraska-omaha,Omaha,North Dakota State,67,71,Home,1/8/22 13:00
2022-01-13-20-nebraska-omaha,Omaha,South Dakota State,86,95,Home,1/13/22 20:30
2022-01-15-17-south-dakota,Omaha,South Dakota,70,105,Away,1/15/22 17:00
2021-11-09-20-nebraska,Nebraska,Western Illinois,74,75,Home,11/9/21 20:00
2021-11-12-20-nebraska,Nebraska,Sam Houston State,74,65,Home,11/12/21 20:30
2021-11-21-16-nebraska,Nebraska,Southern,82,59,Home,11/21/21 16:00
2021-11-23-21-nebraska,Nebraska,Tennessee State,79,73,Home,11/23/21 21:00
2021-11-27-14-nebraska,Nebraska,South Dakota,83,70,Home,11/27/21 14:00
2021-12-01-19-north-carolina-state,Nebraska,North Carolina State,100,104,Away,12/1/21 19:15
2022-01-02-20-nebraska,Nebraska,Ohio State,79,87,Home,1/2/22 20:00
2022-01-08-14-rutgers,Nebraska,Rutgers,65,93,Away,1/8/22 14:00
2022-01-14-18-purdue,Nebraska,Purdue,65,92,Away,1/14/22 18:30
2021-11-15-22-nevada-las-vegas,Nevada-Las Vegas,North Dakota State,64,62,Home,11/15/21 22:00
2021-11-21-23-nevada-las-vegas,Nevada-Las Vegas,Wichita State,73,74,Neutral,11/21/21 23:59
2021-11-27-17-nevada-las-vegas,Nevada-Las Vegas,UCLA,51,73,Home,11/27/21 17:00
2021-12-01-20-southern-methodist,Nevada-Las Vegas,Southern Methodist,64,83,Away,12/1/21 20:00
2021-12-04-22-san-francisco,Nevada-Las Vegas,San Francisco,62,83,Away,12/4/21 22:00
2021-12-08-22-nevada-las-vegas,Nevada-Las Vegas,Seattle,76,56,Home,12/8/21 22:00
2021-12-22-22-nevada-las-vegas,Nevada-Las Vegas,San Diego,80,57,Home,12/22/21 22:00
2022-01-01-16-nevada-las-vegas,Nevada-Las Vegas,San Diego State,55,62,Home,1/1/22 16:00
2022-01-11-23-nevada-las-vegas,Nevada-Las Vegas,New Mexico,85,56,Home,1/11/22 23:00
2021-11-12-22-nevada,Nevada,San Diego,68,75,Home,11/12/21 22:00
2021-11-16-21-santa-clara,Nevada,Santa Clara,74,96,Away,11/16/21 21:00
2021-11-18-22-san-francisco,Nevada,San Francisco,70,73,Away,11/18/21 22:30
2021-11-22-19-south-dakota-state,Nevada,South Dakota State,75,102,Neutral,11/22/21 19:00
2021-11-24-19-nevada,Nevada,Washington,81,62,Neutral,11/24/21 19:00
2021-11-30-22-nevada,Nevada,Pepperdine,79,66,Home,11/30/21 22:00
2022-01-01-21-nevada,Nevada,New Mexico,79,70,Home,1/1/22 21:00
2021-11-18-18-providence,New Hampshire,Providence,58,69,Away,11/18/21 18:30
2021-11-23-16-new-hampshire,New Hampshire,Quinnipiac,84,69,Home,11/23/21 16:00
2022-01-06-19-vermont,New Hampshire,Vermont,68,82,Away,1/6/22 19:00
2021-11-13-21-new-mexico-state,New Mexico State,Texas-El Paso,77,71,Home,11/13/21 21:00
2021-11-19-12-utah-state,New Mexico State,Utah State,58,85,Neutral,11/19/21 12:00
2021-11-30-21-new-mexico-state,New Mexico State,New Mexico,94,101,Home,11/30/21 21:00
2021-12-03-20-texas-el-paso,New Mexico State,Texas-El Paso,72,69,Away,12/3/21 20:00
2021-12-06-21-new-mexico,New Mexico State,New Mexico,78,76,Away,12/6/21 21:00
2021-12-15-22-washington-state,New Mexico State,Washington State,64,61,Away,12/15/21 22:00
2022-01-08-20-texas-pan-american,New Mexico State,Texas-Rio Grande Valley,85,73,Away,1/8/22 20:00
2022-01-13-21-new-mexico-state,New Mexico State,Tarleton State,73,57,Home,1/13/22 21:00
2021-11-26-21-new-mexico,New Mexico,Towson,58,73,Neutral,11/26/21 21:00
2021-12-12-15-new-mexico,New Mexico,Texas-El Paso,69,77,Home,12/12/21 15:00
2021-12-19-15-new-mexico,New Mexico,Southern Methodist,72,90,Home,12/19/21 15:00
2021-12-21-21-new-mexico,New Mexico,Norfolk State,68,54,Home,12/21/21 21:00
2022-01-08-20-new-mexico,New Mexico,Utah State,87,90,Home,1/8/22 20:00
2021-11-16-20-northwestern,New Orleans,Northwestern,67,83,Away,11/16/21 20:00
2021-11-19-20-new-orleans,New Orleans,Rice,78,83,Home,11/19/21 20:00
2021-11-25-14-new-orleans,New Orleans,Presbyterian,66,68,Home,11/25/21 14:00
2021-11-30-19-texas-am,New Orleans,Texas A&M,65,85,Away,11/30/21 19:00
2021-12-11-21-utah-state,New Orleans,Utah State,50,82,Away,12/11/21 21:00
2022-01-08-14-northwestern-state,New Orleans,Northwestern State,80,79,Neutral,1/8/22 14:30
2022-01-15-17-new-orleans,New Orleans,Nicholls State,78,66,Home,1/15/22 17:00
2021-11-09-19-xavier,Niagara,Xavier,60,63,Away,11/9/21 19:30
2021-11-12-19-ohio-state,Niagara,Ohio State,74,84,Away,11/12/21 19:00
2021-11-20-16-st-thomas-mn,Niagara,St. Thomas (MN),67,76,Neutral,11/20/21 16:45
2021-11-21-15-youngstown-state,Niagara,Youngstown State,58,53,Away,11/21/21 15:45
2021-12-31-14-quinnipiac,Niagara,Quinnipiac,68,77,Away,12/31/21 14:00
2022-01-09-13-niagara,Niagara,Quinnipiac,76,66,Home,1/9/22 13:00
2021-11-09-20-northern-iowa,Nicholls State,Northern Iowa,62,58,Away,11/9/21 20:00
2021-11-18-20-texas-christian,Nicholls State,Texas Christian,50,63,Away,11/18/21 20:00
2021-11-24-17-utah-valley,Nicholls State,Utah Valley,63,74,Neutral,11/24/21 17:30
2021-12-15-20-wisconsin,Nicholls State,Wisconsin,68,71,Away,12/15/21 20:00
2021-12-21-23-oregon-state,Nicholls State,Oregon State,61,83,Away,12/21/21 23:00
2021-12-29-17-purdue,Nicholls State,Purdue,90,104,Away,12/29/21 17:00
2022-01-07-20-nicholls-state,Nicholls State,Texas A&M-Corpus Christi,84,75,Neutral,1/7/22 20:30
2022-01-08-20-nicholls-state,Nicholls State,Southeastern Louisiana,72,77,Neutral,1/8/22 20:30
2021-11-16-19-rutgers,NJIT,Rutgers,61,75,Away,11/16/21 19:00
2021-11-27-16-st-johns-ny,NJIT,St. John's (NY),68,77,Away,11/27/21 16:00
2021-11-30-19-njit,NJIT,Sacred Heart,75,70,Home,11/30/21 19:00
2021-12-12-16-northwestern,NJIT,Northwestern,52,70,Away,12/12/21 16:00
2021-11-13-17-norfolk-state,Norfolk State,Tennessee State,66,59,Neutral,11/13/21 17:00
2021-11-16-19-norfolk-state,Norfolk State,William & Mary,91,74,Home,11/16/21 19:00
2021-11-21-12-xavier,Norfolk State,Xavier,48,88,Away,11/21/21 12:00
2021-12-01-19-north-carolina-wilmington,Norfolk State,North Carolina-Wilmington,74,69,Away,12/1/21 19:00
2021-12-11-19-wichita-state,Norfolk State,Wichita State,58,71,Away,12/11/21 19:00
2021-11-18-18-north-carolina-asheville,North Carolina-Asheville,Tennessee Tech,61,55,Neutral,11/18/21 18:00
2021-11-23-19-north-carolina,North Carolina-Asheville,North Carolina,53,72,Away,11/23/21 19:00
2021-12-04-14-north-carolina-asheville,North Carolina-Asheville,North Carolina Central,82,66,Home,12/4/21 14:00
2021-12-11-14-western-carolina,North Carolina-Asheville,Western Carolina,73,72,Away,12/11/21 14:00
2021-12-14-20-tennessee-martin,North Carolina-Asheville,Tennessee-Martin,68,79,Away,12/14/21 20:00
2022-01-13-19-winthrop,North Carolina-Asheville,Winthrop,80,86,Away,1/13/22 19:00
2022-01-15-14-north-carolina-asheville,North Carolina-Asheville,South Carolina Upstate,73,76,Home,1/15/22 14:00
2021-11-09-19-north-carolina-greensboro,North Carolina A&T,North Carolina-Greensboro,53,57,Away,11/9/21 19:00
2021-11-15-19-south-florida,North Carolina A&T,South Florida,54,56,Away,11/15/21 19:00
2021-11-20-16-wake-forest,North Carolina A&T,Wake Forest,63,87,Away,11/20/21 16:00
2021-11-23-22-stanford,North Carolina A&T,Stanford,65,79,Away,11/23/21 22:00
2021-11-26-14-north-carolina-at,North Carolina A&T,Samford,75,77,Neutral,11/26/21 14:30
2021-11-27-11-north-carolina-at,North Carolina A&T,St. Francis (NY),73,67,Neutral,11/27/21 11:00
2022-01-05-19-north-carolina-at,North Carolina A&T,Presbyterian,65,57,Home,1/5/22 19:00
2022-01-08-16-radford,North Carolina A&T,Radford,73,72,Away,1/8/22 16:30
2021-11-09-19-richmond,North Carolina Central,Richmond,60,70,Away,11/9/21 19:00
2021-12-01-18-south-carolina-upstate,North Carolina Central,South Carolina Upstate,67,65,Away,12/1/21 18:00
2021-12-21-21-texas-el-paso,North Carolina Central,Texas-El Paso,61,70,Away,12/21/21 21:00
2021-12-22-18-north-carolina-central,North Carolina Central,Sam Houston State,51,68,Neutral,12/22/21 18:00
2021-11-12-19-northern-kentucky,North Carolina-Greensboro,Northern Kentucky,70,69,Away,11/12/21 19:00
2021-11-27-17-north-carolina-greensboro,North Carolina-Greensboro,Vermont,54,51,Home,11/27/21 17:00
2021-12-11-16-tennessee,North Carolina-Greensboro,Tennessee,36,76,Away,12/11/21 16:30
2021-12-14-19-towson,North Carolina-Greensboro,Towson,64,74,Away,12/14/21 19:00
2022-01-10-18-north-carolina-greensboro,North Carolina-Greensboro,Wofford,58,54,Home,1/10/22 18:00
2021-11-17-20-oklahoma-state,North Carolina State,Oklahoma State,68,74,Neutral,11/17/21 20:00
2021-11-21-18-north-carolina-state,North Carolina State,Texas Southern,65,57,Home,11/21/21 18:00
2021-12-12-14-north-carolina-state,North Carolina State,Purdue,72,82,Neutral,12/12/21 14:00
2021-12-17-18-north-carolina-state,North Carolina State,Richmond,74,83,Neutral,12/17/21 18:30
2021-12-21-19-north-carolina-state,North Carolina State,Wright State,70,84,Home,12/21/21 19:00
2022-01-04-19-virginia-tech,North Carolina State,Virginia Tech,68,63,Away,1/4/22 19:00
2021-11-16-19-pittsburgh,North Carolina-Wilmington,Pittsburgh,51,59,Away,11/16/21 19:00
2021-11-24-19-north-carolina-wilmington,North Carolina-Wilmington,Southern Mississippi,66,80,Neutral,11/24/21 19:00
2021-11-20-16-north-carolina,North Carolina,Purdue,84,93,Neutral,11/20/21 16:00
2021-11-21-15-north-carolina,North Carolina,Tennessee,72,89,Neutral,11/21/21 15:30
2022-01-05-21-notre-dame,North Carolina,Notre Dame,73,78,Away,1/5/22 21:00
2022-01-08-13-north-carolina,North Carolina,Virginia,74,58,Home,1/8/22 13:00
2021-11-22-20-north-dakota-state,North Dakota State,Tarleton State,54,53,Home,11/22/21 20:00
2021-12-17-22-pacific,North Dakota State,Pacific,73,61,Away,12/17/21 22:00
2021-12-22-20-north-dakota-state,North Dakota State,North Dakota,86,76,Home,12/22/21 20:00
2021-12-30-20-north-dakota-state,North Dakota State,South Dakota State,86,90,Home,12/30/21 20:00
2022-01-15-14-north-dakota-state,North Dakota State,Western Illinois,79,90,Home,1/15/22 14:00
2021-11-19-15-north-dakota,North Dakota,Troy,74,72,Neutral,11/19/21 15:00
2021-11-21-14-tennessee-martin,North Dakota,Tennessee-Martin,72,77,Neutral,11/21/21 14:00
2021-12-03-22-san-jose-state,North Dakota,San Jose State,51,76,Away,12/3/21 22:00
2022-01-10-20-north-dakota,North Dakota,South Dakota,68,75,Home,1/10/22 20:00
2022-01-13-20-north-dakota,North Dakota,Western Illinois,68,73,Home,1/13/22 20:00
2021-11-09-20-texas-tech,North Florida,Texas Tech,74,89,Away,11/9/21 20:00
2021-11-10-20-texas-am,North Florida,Texas A&M,46,64,Away,11/10/21 20:00
2021-11-17-22-ucla,North Florida,UCLA,63,98,Away,11/17/21 22:30
2022-01-08-17-north-florida,North Florida,Stetson,66,68,Home,1/8/22 17:00
2021-11-18-20-north-texas,North Texas,Texas-Arlington,64,36,Home,11/18/21 20:00
2021-12-14-20-north-texas,North Texas,Sam Houston State,65,55,Home,12/14/21 20:00
2021-12-18-16-wichita-state,North Texas,Wichita State,62,52,Away,12/18/21 16:00
2022-01-01-18-north-texas,North Texas,Rice,75,43,Home,1/1/22 18:00
2022-01-15-16-western-kentucky,North Texas,Western Kentucky,65,60,Away,1/15/22 16:00
2021-11-21-20-southern-illinois,Northeastern,Southern Illinois,59,47,Neutral,11/21/21 20:00
2021-12-31-14-william-mary,Northeastern,William & Mary,70,71,Away,12/31/21 14:00
2022-01-09-16-towson,Northeastern,Towson,67,70,Away,1/9/22 16:30
2021-11-11-22-washington,Northern Arizona,Washington,62,73,Away,11/11/21 22:30
2021-11-20-14-texas-pan-american,Northern Arizona,Texas-Rio Grande Valley,89,87,Neutral,11/20/21 14:00
2021-11-22-20-northern-arizona,Northern Arizona,Texas-Rio Grande Valley,80,82,Home,11/22/21 20:00
2021-12-02-21-weber-state,Northern Arizona,Weber State,44,67,Away,12/2/21 21:00
2021-12-11-16-south-dakota,Northern Arizona,South Dakota,71,76,Away,12/11/21 16:30
2021-12-18-22-northern-arizona,Northern Arizona,San Diego,59,69,Home,12/18/21 22:00
2021-11-10-21-northern-colorado,Northern Colorado,Pacific,67,65,Neutral,11/10/21 21:30
2021-11-17-20-texas,Northern Colorado,Texas,49,62,Away,11/17/21 20:30
2021-11-23-22-san-jose-state,Northern Colorado,San Jose State,74,75,Away,11/23/21 22:00
2021-12-07-20-northern-colorado,Northern Colorado,South Dakota,74,69,Home,12/7/21 20:00
2021-12-18-16-washington-state,Northern Colorado,Washington State,56,82,Away,12/18/21 16:00
2022-01-01-21-southern-utah,Northern Colorado,Southern Utah,91,81,Away,1/1/22 21:00
2022-01-08-16-northern-colorado,Northern Colorado,Sacramento State,71,85,Home,1/8/22 16:00
2021-11-09-22-washington,Northern Illinois,Washington,71,64,Away,11/9/21 22:00
2022-01-08-14-toledo,Northern Illinois,Toledo,63,94,Away,1/8/22 14:00
2021-11-11-18-northern-iowa,Northern Iowa,Vermont,57,71,Home,11/11/21 18:00
2021-11-27-14-st-bonaventure,Northern Iowa,St. Bonaventure,90,80,Away,11/27/21 14:00
2021-12-05-14-northern-iowa,Northern Iowa,Richmond,52,60,Home,12/5/21 14:00
2021-12-23-18-wyoming,Northern Iowa,Wyoming,69,71,Neutral,12/23/21 18:30
2022-01-05-21-northern-iowa,Northern Iowa,Valparaiso,92,65,Home,1/5/22 21:00
2022-01-15-20-southern-illinois,Northern Iowa,Southern Illinois,69,68,Away,1/15/22 20:00
2021-11-22-19-northern-kentucky,Northern Kentucky,Western Illinois,67,69,Home,11/22/21 19:00
2022-01-13-19-youngstown-state,Northern Kentucky,Youngstown State,68,67,Away,1/13/22 19:00
2022-01-15-19-robert-morris,Northern Kentucky,Robert Morris,64,74,Away,1/15/22 19:00
2021-11-09-20-oklahoma,Northwestern State,Oklahoma,59,77,Away,11/9/21 20:00
2021-11-10-20-tulsa,Northwestern State,Tulsa,75,82,Away,11/10/21 20:00
2021-11-15-20-southern-methodist,Northwestern State,Southern Methodist,48,95,Away,11/15/21 20:00
2021-11-28-16-northwestern-state,Northwestern State,Stephen F. Austin,68,72,Home,11/28/21 16:00
2021-12-21-18-texas-am,Northwestern State,Texas A&M,61,80,Away,12/21/21 18:00
2022-01-06-18-texas-am-corpus-christi,Northwestern State,Texas A&M-Corpus Christi,67,89,Neutral,1/6/22 18:00
2022-01-15-17-southeastern-louisiana,Northwestern State,Southeastern Louisiana,74,79,Away,1/15/22 17:00
2021-11-22-21-northwestern,Northwestern,Providence,72,77,Neutral,11/22/21 21:30
2021-11-30-21-wake-forest,Northwestern,Wake Forest,73,77,Away,11/30/21 21:00
2022-01-05-21-northwestern,Northwestern,Penn State,70,74,Home,1/5/22 21:00
2022-01-09-17-ohio-state,Northwestern,Ohio State,87,95,Away,1/9/22 17:30
2021-11-22-23-notre-dame,Notre Dame,Saint Mary's (CA),59,62,Neutral,11/22/21 23:30
2021-11-24-23-notre-dame,Notre Dame,Texas A&M,67,73,Neutral,11/24/21 23:30
2021-12-20-20-notre-dame,Notre Dame,Western Michigan,85,52,Home,12/20/21 20:00
2021-12-22-13-notre-dame,Notre Dame,Texas A&M-Corpus Christi,83,73,Home,12/22/21 13:00
2021-12-28-20-pittsburgh,Notre Dame,Pittsburgh,68,67,Away,12/28/21 20:00
2022-01-15-18-virginia-tech,Notre Dame,Virginia Tech,73,79,Away,1/15/22 18:00
2021-11-09-19-west-virginia,Oakland,West Virginia,53,60,Away,11/9/21 19:00
2021-11-12-20-oklahoma-state,Oakland,Oklahoma State,56,55,Away,11/12/21 20:00
2021-11-17-19-oakland,Oakland,Toledo,80,59,Home,11/17/21 19:00
2021-11-22-13-oakland,Oakland,Vermont,63,61,Neutral,11/22/21 13:30
2021-11-23-17-oakland,Oakland,Rice,76,73,Neutral,11/23/21 17:00
2021-12-30-19-oakland,Oakland,Robert Morris,79,61,Home,12/30/21 19:00
2022-01-01-15-oakland,Oakland,Youngstown State,87,72,Home,1/1/22 15:00
2021-11-18-18-xavier,Ohio State,Xavier,65,71,Away,11/18/21 18:30
2021-11-22-18-seton-hall,Ohio State,Seton Hall,79,76,Neutral,11/22/21 18:00
2021-12-05-19-penn-state,Ohio State,Penn State,76,64,Away,12/5/21 19:30
2021-12-08-21-ohio-state,Ohio State,Towson,85,74,Home,12/8/21 21:00
2021-12-11-12-ohio-state,Ohio State,Wisconsin,73,55,Home,12/11/21 12:00
2022-01-13-19-wisconsin,Ohio State,Wisconsin,68,78,Away,1/13/22 19:00
2021-11-15-19-ohio,Ohio,Robert Morris,85,71,Home,11/15/21 19:00
2021-12-04-15-ohio,Ohio,Saint Francis (PA),78,75,Home,12/4/21 15:30
2021-12-11-15-stetson,Ohio,Stetson,55,45,Away,12/11/21 15:00
2021-12-21-12-ohio,Ohio,South Carolina Upstate,85,70,Home,12/21/21 12:00
2022-01-01-15-western-michigan,Ohio,Western Michigan,59,47,Away,1/1/22 15:30
2021-11-09-20-oklahoma-state,Oklahoma State,Texas-Arlington,88,45,Home,11/9/21 20:00
2021-11-14-15-oklahoma-state,Oklahoma State,Prairie View,72,59,Home,11/14/21 15:00
2021-11-26-16-oral-roberts,Oklahoma State,Oral Roberts,78,77,Away,11/26/21 16:00
2021-12-01-20-oklahoma-state,Oklahoma State,Wichita State,51,60,Home,12/1/21 20:00
2021-12-05-17-oklahoma-state,Oklahoma State,Xavier,71,77,Home,12/5/21 17:00
2022-01-08-14-oklahoma-state,Oklahoma State,Texas,64,51,Home,1/8/22 14:00
2022-01-11-21-west-virginia,Oklahoma State,West Virginia,60,70,Away,1/11/22 21:00
2022-01-13-19-texas-tech,Oklahoma State,Texas Tech,57,78,Away,1/13/22 19:00
2021-11-12-20-oklahoma,Oklahoma,Texas-San Antonio,96,44,Home,11/12/21 20:00
2021-11-21-15-oklahoma,Oklahoma,Utah State,70,73,Neutral,11/21/21 15:00
2021-12-19-15-oklahoma,Oklahoma,Texas-Arlington,70,50,Home,12/19/21 15:00
2022-01-11-20-texas,Oklahoma,Texas,52,66,Away,1/11/22 20:30
2022-01-15-16-texas-christian,Oklahoma,Texas Christian,58,59,Away,1/15/22 16:00
2021-11-21-12-old-dominion,Old Dominion,Pennsylvania,63,71,Neutral,11/21/21 12:30
2021-12-07-19-william-mary,Old Dominion,William & Mary,74,59,Away,12/7/21 19:00
2021-12-11-20-old-dominion,Old Dominion,Virginia Commonwealth,66,75,Home,12/11/21 20:00
2021-12-19-16-richmond,Old Dominion,Richmond,61,67,Away,12/19/21 16:00
2022-01-13-19-old-dominion,Old Dominion,Texas-San Antonio,83,51,Home,1/13/22 19:00
2022-01-15-19-old-dominion,Old Dominion,Texas-El Paso,70,78,Home,1/15/22 19:00
2021-11-29-20-oral-roberts,Oral Roberts,Tulsa,87,80,Home,11/29/21 20:00
2021-12-02-20-texas-christian,Oral Roberts,Texas Christian,63,71,Away,12/2/21 20:00
